-1,-0.005214434,-0.028299299,-0.059992151,-0.029145377,-0.02209781,-0.000135316,0.067332073,0.026170296,0.035037643,-0.000919439,0.089925525,0.127542129,-0.008348335,0.093891073,0.13875385,0.001054023,0.160120143,0.180958505,0.062199665,0.137963316
-0.9,-0.005177315,-0.02883496,-0.061819587,-0.03045687,-0.023893405,0.000852008,0.066362973,0.024717633,0.03272101,-0.001053351,0.089324031,0.124495654,-0.00996217,0.093496282,0.135543343,0.001784459,0.161417459,0.177821551,0.062998201,0.130181882
-0.8,-0.004939488,-0.029525333,-0.063783291,-0.031935059,-0.025958507,0.001697246,0.064827606,0.022929131,0.029895202,-0.0018048,0.087735669,0.120544412,-0.012413423,0.092314348,0.131272179,0.00181731,0.162155985,0.17378694,0.063254056,0.120926167
-0.7,-0.004387143,-0.030420266,-0.065875048,-0.033605157,-0.028356781,0.002305397,0.06253924,0.020682787,0.026388857,-0.003419543,0.084769285,0.115436101,-0.015982322,0.089993033,0.12559926,0.000855568,0.162096645,0.168642382,0.062726118,0.109739686
-0.6,-0.003342172,-0.031587001,-0.068069312,-0.035490104,-0.031172066,0.002539806,0.059231643,0.01780235,0.02194693,-0.006233033,0.079856684,0.108800935,-0.0210424,0.086018157,0.118014003,-0.001495777,0.160872825,0.162085729,0.061071981,0.095968624
-0.5,-0.001517298,-0.033115001,-0.070297835,-0.037597319,-0.034507934,0.002200715,0.054510629,0.014032178,0.016186967,-0.01070256,0.072152107,0.100076908,-0.028085409,0.079624999,0.107723248,-0.005762125,0.15789417,0.153665619,0.057787897,0.078673039
-0.4,0.001567222,-0.035115207,-0.072382065,-0.039880817,-0.038467648,0.000993847,0.047781763,0.00900917,0.008543423,-0.017429974,0.060387767,0.08840133,-0.037721199,0.069669271,0.093464643,-0.012624754,0.152171327,0.142687809,0.052113215,0.056528921
-0.3,0.006732946,-0.037687209,-0.073853395,-0.042138727,-0.043069882,-0.001501597,0.038175006,0.00226118,-0.001763636,-0.027106526,0.04273404,0.072506275,-0.050561582,0.054485963,0.073251508,-0.022884964,0.142011395,0.128087766,0.042909776,0.027814728
-0.2,0.015334998,-0.040745994,-0.07350764,-0.043764296,-0.047993439,-0.005803339,0.024596893,-0.006661255,-0.015574367,-0.040177857,0.016942887,0.050828157,-0.066746243,0.031917818,0.044290981,-0.037211788,0.124585297,0.108335046,0.028649256,-0.009191693
-0.1,0.028938973,-0.043353385,-0.068618278,-0.043322643,-0.052046469,-0.012229932,0.00632299,-0.017686249,-0.033014723,-0.055910889,-0.018375541,0.02244322,-0.084781588,0.000104535,0.004221213,-0.055403824,0.095778649,0.081657932,0.008032249,-0.054679613
0.00E+00,0.045930208,-0.042300199,-0.055286662,-0.038640545,-0.052909124,-0.020122485,-0.015416802,-0.029353359,-0.0518508,-0.071284944,-0.060489067,-0.010641413,-0.100376576,-0.040106,-0.044189951,-0.075252257,0.052084817,0.047275394,-0.017917009,-0.104350874
0.1,0.057094063,-0.033947464,-0.033875715,-0.029103427,-0.048949905,-0.02747714,-0.036385499,-0.038915746,-0.067267158,-0.082169738,-0.100651934,-0.042249819,-0.108435641,-0.08254973,-0.088914953,-0.092593109,-0.003409526,0.007878059,-0.043855165,-0.148531436
0.2,0.058300083,-0.021866905,-0.012189355,-0.017638448,-0.041725184,-0.032588711,-0.052158787,-0.044556773,-0.076027064,-0.08701034,-0.130269119,-0.066173605,-0.107958624,-0.118556061,-0.118351828,-0.10409663,-0.058085157,-0.029621238,-0.063522873,-0.178594844
0.3,0.055168177,-0.0117536,0.003995379,-0.007478332,-0.034174766,-0.035459246,-0.061700806,-0.046665498,-0.079126097,-0.087428252,-0.147867808,-0.080941723,-0.102104441,-0.143916335,-0.132319107,-0.109606347,-0.100581161,-0.058611719,-0.075171343,-0.193701436
0.4,0.051325751,-0.004680035,0.014522367,0.000394024,-0.027885246,-0.036903222,-0.066504681,-0.046540128,-0.079087157,-0.085619089,-0.156722164,-0.088608937,-0.094176507,-0.15994477,-0.136414004,-0.110951358,-0.129251823,-0.077246262,-0.080647348,-0.198325227
0.5,0.04759451,0.000142344,0.020975867,0.006280971,-0.023137342,-0.037581323,-0.068334568,-0.045193627,-0.077680601,-0.08295629,-0.16026856,-0.091705459,-0.085940309,-0.169688035,-0.135212901,-0.109948218,-0.147653401,-0.087318206,-0.082202606,-0.197074514
0.6,0.043948752,0.003463429,0.024688683,0.0107034,-0.019729029,-0.037850581,-0.068398996,-0.04317478,-0.075767011,-0.080070116,-0.160693363,-0.092042452,-0.078049193,-0.175594141,-0.131260377,-0.107735092,-0.159441094,-0.091387146,-0.081361924,-0.192894335
0.7,0.040219182,0.005749185,0.026519671,0.014076094,-0.01738728,-0.037877618,-0.067399251,-0.040735048,-0.073693596,-0.077198006,-0.159174607,-0.090718645,-0.070658378,-0.179175783,-0.125841714,-0.104901595,-0.167071865,-0.091469335,-0.079011509,-0.18735108
0.8,0.03625577,0.007268088,0.027001457,0.016684159,-0.015883093,-0.037734517,-0.065724259,-0.037976282,-0.071573534,-0.074407461,-0.156311367,-0.088368837,-0.063752977,-0.18128439,-0.119614853,-0.10172821,-0.172021942,-0.088903692,-0.075662303,-0.18121027
0.9,0.031956446,0.008176941,0.026475401,0.018719279,-0.015043685,-0.037449584,-0.063591632,-0.034933188,-0.06942259,-0.071701569,-0.15240594,-0.085359601,-0.057281366,-0.182383044,-0.112941366,-0.098345142,-0.175163471,-0.084542932,-0.071629639,-0.174822407
1,0.02726813,0.008574976,0.025175571,0.020313632,-0.014740136,-0.037031779,-0.061129186,-0.031614317,-0.067220143,-0.069064013,-0.147619418,-0.081909115,-0.051201014,-0.182718851,-0.106043694,-0.094816327,-0.177021684,-0.078941704,-0.067131895,-0.16833056
