-1,-0.015380336,0.00346194,0.018113879,0.037945819,0.042296473,0.042508918,0.083678437,0.022487227,0.070730493,0.160986244,0.096414651,0.017749094,0.030493873,0.25544034,-0.086316372,0.113293815,0.050503846,0.015728079,0.020285731,0.14969915
-0.9,-0.015783934,0.002989536,0.01710486,0.037734083,0.043847328,0.044083023,0.084500327,0.023884516,0.071425553,0.156475168,0.096002258,0.017660182,0.036664903,0.248464,-0.087105852,0.112998643,0.050393581,0.016503019,0.025155003,0.148742591
-0.8,-0.016230386,0.002389542,0.015916192,0.037433088,0.045441142,0.045721397,0.085263482,0.025203606,0.072122466,0.151160911,0.095400561,0.01783676,0.043254479,0.240730598,-0.087494775,0.112857499,0.050343372,0.017319312,0.030121486,0.147506568
-0.7,-0.016729504,0.00163515,0.014524903,0.037025765,0.047045341,0.047407084,0.085968035,0.026421683,0.072808347,0.14493889,0.094557194,0.018343919,0.050285152,0.232314607,-0.087280994,0.112929722,0.050368037,0.018162264,0.035143729,0.145946729
-0.6,-0.017295009,0.000693522,0.012902766,0.036488104,0.048610098,0.049114874,0.086617802,0.027507466,0.073459568,0.137670718,0.093398171,0.019250172,0.057771885,0.22327659,-0.086221496,0.113284517,0.050490273,0.018992803,0.040190661,0.14397706
-0.5,-0.017946192,-0.000476792,0.011012172,0.035782021,0.05005522,0.050803627,0.087214616,0.028409682,0.074027411,0.129143829,0.091809441,0.020624024,0.065710989,0.21361316,-0.084019445,0.114001344,0.050743299,0.01972394,0.045250885,0.141434872
-0.4,-0.01871033,-0.001931328,0.008797404,0.034838437,0.051239382,0.052395695,0.087739925,0.029027723,0.074401092,0.118967521,0.089592792,0.022526958,0.074054548,0.203147555,-0.080280213,0.115170641,0.051174431,0.020166906,0.050346036,0.1380051
-0.3,-0.019627082,-0.003754785,0.006161493,0.033508827,0.051871923,0.053713726,0.088095467,0.029124018,0.074296633,0.10625801,0.086338416,0.024995094,0.082639417,0.191231199,-0.074359868,0.11689577,0.05185187,0.019877612,0.055554498,0.13300868
-0.2,-0.020761749,-0.006121046,0.00287729,0.031375169,0.051166414,0.054225704,0.087862701,0.027975715,0.072813748,0.088369086,0.080921826,0.027970305,0.090912051,0.175593648,-0.06472053,0.119293005,0.052883131,0.017550108,0.061073899,0.124561502
-0.1,-0.022284202,-0.009717285,-0.002038279,0.02640023,0.045388933,0.051212042,0.084552371,0.02193064,0.065295429,0.051895003,0.067935035,0.030802662,0.095864557,0.144172697,-0.044221032,0.122260672,0.054427942,0.006697532,0.067479254,0.103447237
0.00E+00,-0.007465847,-0.024651548,-0.034646367,-0.059361258,-0.105229475,-0.080602448,-0.075112873,-0.112885444,-0.119479074,-0.309430474,-0.132605747,-0.016587949,-0.063941381,-0.29337926,0.150485293,0.002239081,0.003430073,-0.166355506,0.029497918,-0.192241172
