-1,-0.020161925,-0.163367957,-0.094769041,0.005138007,0.09007228,0.210844294,0.094933666,-0.22711005,-0.070863202,0.735633771,-0.391719153,-0.344199386,0.352165544,-0.971297966,nan,0.995078744,nan,0.93848592,nan
-0.9,-0.021259659,-0.166929275,-0.090457021,0.002471118,0.08744223,0.211268993,0.111844325,-0.225749996,-0.084559994,0.72991691,-0.425983586,-0.328769922,0.354325894,-0.972733298,nan,0.994134587,nan,0.963065299,nan
-0.8,-0.022627152,-0.170644388,-0.08565054,-0.000104091,0.084818725,0.211694531,0.129753324,-0.224952612,-0.100008719,0.722250668,-0.461132226,-0.311137239,0.357326028,-0.974122447,nan,0.993121612,nan,0.984748395,nan
-0.7,-0.024327412,-0.174502973,-0.080332671,-0.002484207,0.082335094,0.212126981,0.148564292,-0.224683688,-0.117482182,0.712421127,-0.496517664,-0.291081539,0.361238908,-0.97549779,nan,0.992058769,nan,0.998509016,nan
-0.6,-0.026434027,-0.178484904,-0.074497559,-0.004546905,0.08016358,0.212567458,0.168117599,-0.224866817,-0.137244535,0.700255445,-0.531374126,-0.268404844,0.366134148,-0.976892902,nan,0.99097094,nan,0.995755506,nan
-0.5,-0.029028693,-0.18255339,-0.068154951,-0.006154851,0.078514827,0.213007167,0.188171982,-0.225371126,-0.159496078,0.685652153,-0.564828102,-0.24296079,0.372071303,-0.978338409,nan,0.989889004,nan,0.964879993,nan
-0.4,-0.032194543,-0.186645592,-0.061335935,-0.007163297,0.077631083,0.213421021,0.208385289,-0.225997857,-0.184288632,0.66861486,-0.595917568,-0.214697205,0.379088584,-0.979856022,nan,0.988849415,nan,0.896629772,nan
-0.3,-0.036003053,-0.190662146,-0.054099955,-0.007432621,0.077769374,0.213761024,0.228297066,-0.226468428,-0.211420841,0.64928337,-0.623629304,-0.183711331,0.38718433,-0.981450725,nan,0.987893581,nan,0.793783418,nan
-0.2,-0.040492718,-0.194459375,-0.046542098,-0.006845922,0.079172062,0.213952166,0.24732003,-0.226417697,-0.240340673,0.627954545,-0.646963001,-0.150311049,0.396289728,-0.983101833,nan,0.987066871,nan,0.67443787,nan
-0.1,-0.045640607,-0.197851335,-0.038798676,-0.005331401,0.08202414,0.213894535,0.26474929,-0.225398006,-0.270109367,0.605083611,-0.665030758,-0.115065319,0.406235182,-0.984755043,nan,0.986416896,nan,0.561486771,nan
0.00E+00,0.071359933,0.11105156,-0.067994096,-0.054493457,0.039415968,-0.250988414,-0.057305945,-0.017199874,0.131886331,0.68777794,0.62340384,0.810340141,-0.283065752,0.990895759,nan,-0.970464493,nan,-0.884753257,nan
0.1,0.057358428,0.202602601,0.02349406,-0.000406147,-0.092230149,-0.212599281,-0.291683799,0.218412605,0.327155437,-0.557149089,0.683169541,0.042648433,-0.427255567,0.987668714,nan,-0.9858356,nan,-0.406258273,nan
0.2,0.063416533,0.203650382,0.016355563,-0.004367947,-0.099263,-0.211207792,-0.299721441,0.211475718,0.352010911,-0.533437471,0.683178673,0.00773763,-0.437232957,0.988665399,nan,-0.985987483,nan,-0.368253735,nan
0.3,0.069188227,0.203765082,0.009822221,-0.008747338,-0.107114236,-0.209316298,-0.303471808,0.201791004,0.373388747,-0.510743506,0.677899054,-0.02478425,-0.445921799,0.989180982,nan,-0.986473144,nan,-0.352602016,nan
0.4,0.074404938,0.203060916,0.004030574,-0.013255798,-0.115326743,-0.20701355,-0.302840024,0.189292659,0.39112492,-0.489565631,0.66839276,-0.054018867,-0.452622151,0.989131056,nan,-0.987300637,nan,-0.354868144,nan
0.5,0.078904688,0.201742839,-0.000955168,-0.017617969,-0.123459854,-0.204444584,-0.298120806,0.174190992,0.405458532,-0.470244503,0.655924176,-0.079412496,-0.456814195,0.988498237,nan,-0.988453686,nan,-0.370661194,nan
0.6,0.082643018,0.200051297,-0.005142484,-0.021614534,-0.13115922,-0.201776462,-0.289953409,0.156953761,0.416859294,-0.45295643,0.641763942,-0.100783856,-0.458289143,0.98733796,nan,-0.989886745,nan,-0.395910862,nan
0.7,0.085666062,0.198209151,-0.008594526,-0.025105174,-0.138189101,-0.199163504,-0.279200411,0.138229214,0.4258682,-0.437731427,0.627029325,-0.118272472,-0.457192939,0.985764165,nan,-0.991523315,nan,-0.427013696,nan
0.8,0.088069645,0.196388867,-0.011407288,-0.028028707,-0.144428597,-0.196723951,-0.266794513,0.118736967,0.432993897,-0.424486413,0.612593021,-0.132241731,-0.453962118,0.983921497,nan,-0.993259692,nan,-0.460950611,nan
0.9,0.089964464,0.194702952,-0.013688083,-0.030387634,-0.149847326,-0.194531907,-0.253602046,0.09916244,0.43866431,-0.413063549,0.5990592,-0.143174434,-0.449190065,0.98195559,nan,-0.994975445,nan,-0.495366351,nan
1,0.091454855,0.193210597,-0.015540094,-0.032226669,-0.154475653,-0.192620907,-0.24033511,0.080081364,0.443216833,-0.403265511,0.586787937,-0.151586647,-0.443486772,0.979990793,nan,-0.996549662,nan,-0.528580451,nan
